ID	Nomoxia Avg (log2)	Hypoxia Avg (log2)	Fold Change	P-val	FDR P-val	Gene Symbol	Description
200966_x_at	13.62	14.56	-1.92	0.0028	0.0424	ALDOA	aldolase A, fructose-bisphosphate
216548_x_at	9.48	8.42	2.07	0.0028	0.0424	HMGB3P1	high mobility group box 3 pseudogene 1
225686_at	10.73	9.32	2.65	0.0028	0.0424	SKA2	spindle and kinetochore associated complex subunit 2
202205_at	9.28	8.34	1.92	0.0029	0.0425	VASP	vasodilator-stimulated phosphoprotein
225465_at	8.5	7.5	2.01	0.0029	0.0426	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
203213_at	11.94	10.45	2.82	0.0029	0.0427	CDK1	cyclin-dependent kinase 1
209336_at	9.33	8.37	1.94	0.0029	0.0427	LOC102724159; PWP2	periodic tryptophan protein 2 homolog; PWP2 periodic tryptophan protein homolog (yeast)
224014_at	5.15	6.28	-2.18	0.0029	0.0427	ZNF160	zinc finger protein 160
202164_s_at	8.67	9.7	-2.04	0.0029	0.0427	CNOT8	CCR4-NOT transcription complex subunit 8
208874_x_at	9.77	8.68	2.12	0.0029	0.0427	PPP2R4	protein phosphatase 2A activator, regulatory subunit 4
210592_s_at	11.35	12.58	-2.34	0.0029	0.0428	SAT1	spermidine/spermine N1-acetyltransferase 1
203957_at	10.16	9.13	2.05	0.0029	0.0428	E2F6	E2F transcription factor 6
206858_s_at	9.05	7.87	2.26	0.0029	0.0428	HOXC6	homeobox C6
210827_s_at	9.32	10.27	-1.93	0.0029	0.0428	ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )
203961_at	10.56	11.64	-2.11	0.0029	0.0430	NEBL	nebulette
218300_at	10.05	9.02	2.04	0.0029	0.0430	PAGR1	PAXIP1 associated glutamate-rich protein 1
222533_at	9.95	10.89	-1.92	0.0029	0.0430	CRBN	cereblon
1554053_at	7.2	8.14	-1.93	0.0029	0.0430	SPTLC1	serine palmitoyltransferase, long chain base subunit 1
219510_at	9.36	7.88	2.79	0.0029	0.0430	POLQ	polymerase (DNA directed), theta
242024_at	5.3	4.3	2.01	0.0029	0.0431		
201742_x_at	10.18	8.86	2.48	0.0029	0.0431	SRSF1	serine/arginine-rich splicing factor 1
225682_s_at	8.59	7.65	1.92	0.0029	0.0431	POLR3H	polymerase (RNA) III (DNA directed) polypeptide H (22.9kD)
204256_at	9.44	8.27	2.26	0.0029	0.0431	ELOVL6	ELOVL fatty acid elongase 6
219125_s_at	9.45	10.41	-1.95	0.0029	0.0431	SLC50A1	solute carrier family 50 (sugar efflux transporter), member 1
226487_at	7.6	6.45	2.22	0.0029	0.0431	FAM222A	family with sequence similarity 222, member A
1558290_a_at	8.15	9.21	-2.09	0.0029	0.0431	PVT1	Pvt1 oncogene (non-protein coding)
201691_s_at	5.12	6.6	-2.78	0.0029	0.0431	TPD52	tumor protein D52
224874_at	9.22	10.17	-1.93	0.0029	0.0431	POLR1D	polymerase (RNA) I polypeptide D
1559826_a_at	6.18	7.57	-2.64	0.0029	0.0431	LINC00960; LOC105379476	long intergenic non-protein coding RNA 960; uncharacterized LOC105379476
228624_at	7.06	8.26	-2.3	0.0029	0.0431	TMEM144	transmembrane protein 144
1555974_a_at	6.82	5.82	2	0.0029	0.0431		
1558154_at	7.62	6.57	2.08	0.0029	0.0431		
225074_at	9.45	10.58	-2.19	0.0029	0.0432	RAB2B	RAB2B, member RAS oncogene family
235215_at	7.24	6.14	2.14	0.0029	0.0432	ERCC4	excision repair cross-complementation group 4
204917_s_at	7.04	7.99	-1.93	0.0029	0.0433	MLLT3	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3
235653_s_at	6.91	5.97	1.92	0.0029	0.0433	THAP6	THAP domain containing 6
206121_at	5.1	6.14	-2.05	0.0029	0.0433	AMPD1	adenosine monophosphate deaminase 1
209806_at	10.96	9.97	1.99	0.0029	0.0433	HIST1H2BK	histone cluster 1, H2bk
212496_s_at	8.65	9.66	-2	0.0029	0.0433	KDM4B	lysine (K)-specific demethylase 4B
219080_s_at	9.01	7.86	2.22	0.0029	0.0433	CTPS2	CTP synthase 2
203301_s_at	8.62	9.81	-2.28	0.0029	0.0433	DMTF1	cyclin D binding myb-like transcription factor 1
205932_s_at	7.07	6.08	1.98	0.0029	0.0433	MSX1	msh homeobox 1
214760_at	8.58	9.53	-1.93	0.0029	0.0433	ZNF337	zinc finger protein 337
219377_at	7.8	8.76	-1.95	0.0029	0.0433	GAREM1	GRB2 associated regulator of MAPK1 1
48808_at	8.06	6.38	3.2	0.0029	0.0433	DHFR	dihydrofolate reductase
232067_at	5.75	4.8	1.92	0.0029	0.0433	FAXC	failed axon connections homolog
201795_at	10.6	9.6	2.01	0.0029	0.0433	LBR	lamin B receptor
210154_at	5.67	6.65	-1.97	0.0029	0.0433	ME2	malic enzyme 2, NAD(+)-dependent, mitochondrial
212509_s_at	8.74	9.8	-2.09	0.0029	0.0433	MXRA7	matrix-remodelling associated 7
225788_at	10.93	9.79	2.2	0.0029	0.0433	RRP36	ribosomal RNA processing 36
224596_at	12.06	11.12	1.92	0.0029	0.0433	SLC44A1	solute carrier family 44 (choline transporter), member 1
203347_s_at	5.43	4.43	2.01	0.0030	0.0434	MTF2	metal response element binding transcription factor 2
243249_at	7.22	8.16	-1.92	0.0030	0.0434		
212789_at	9.29	8.35	1.91	0.0030	0.0434	NCAPD3	non-SMC condensin II complex subunit D3
225751_at	8.46	7.51	1.93	0.0030	0.0434	RBM17	RNA binding motif protein 17
228471_at	4.92	3.99	1.91	0.0030	0.0434	ANKRD44	ankyrin repeat domain 44
219563_at	6.44	8.08	-3.12	0.0030	0.0435	LINC00341; SYNE3	long intergenic non-protein coding RNA 341; spectrin repeat containing, nuclear envelope family member 3
221962_s_at	8.72	9.65	-1.92	0.0030	0.0435	UBE2H	ubiquitin conjugating enzyme E2H
230300_at	5.02	4.03	1.98	0.0030	0.0435	PSMA5	proteasome subunit alpha 5
212407_at	9.53	8.59	1.92	0.0030	0.0435	METTL13	methyltransferase like 13
233814_at	7.67	6.56	2.16	0.0030	0.0435	EFNA5	ephrin-A5
201969_at	7.35	6.4	1.92	0.0030	0.0435	NASP	nuclear autoantigenic sperm protein (histone-binding)
222697_s_at	8.05	9.12	-2.11	0.0030	0.0435	ABHD10	abhydrolase domain containing 10
221893_s_at	8.1	7.12	1.97	0.0030	0.0435	ADCK2	aarF domain containing kinase 2
213180_s_at	7.77	8.97	-2.3	0.0030	0.0435	GOSR2	golgi SNAP receptor complex member 2
226163_at	8.82	7.88	1.91	0.0030	0.0436	SYNGAP1; ZBTB9	synaptic Ras GTPase activating protein 1; zinc finger and BTB domain containing 9
231859_at	7.97	7.03	1.91	0.0030	0.0436	C14orf132	chromosome 14 open reading frame 132
208796_s_at	10.88	11.83	-1.93	0.0030	0.0436	CCNG1	cyclin G1
208899_x_at	10.35	11.29	-1.92	0.0030	0.0436	ATP6V1D	ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D
237083_at	4.88	3.94	1.92	0.0030	0.0437	MRPS33	mitochondrial ribosomal protein S33
205916_at	8.18	6.68	2.83	0.0030	0.0437	S100A7	S100 calcium binding protein A7
208368_s_at	5.64	4.56	2.11	0.0030	0.0437	BRCA2	breast cancer 2, early onset
224694_at	8	6.53	2.77	0.0030	0.0437	ANTXR1	anthrax toxin receptor 1
210239_at	8.31	7.25	2.07	0.0030	0.0438	IRX5	iroquois homeobox 5
230687_at	8.17	9.21	-2.07	0.0030	0.0439	SLC13A3	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3
213092_x_at	9.78	8.47	2.48	0.0030	0.0439	DNAJC9	DnaJ (Hsp40) homolog, subfamily C, member 9
241843_at	7.07	8.22	-2.22	0.0030	0.0439	EIF5; SNORA28	eukaryotic translation initiation factor 5; small nucleolar RNA, H/ACA box 28
1553993_s_at	8.25	7.15	2.14	0.0030	0.0439	MED25	mediator complex subunit 25
207643_s_at	10.14	9.17	1.95	0.0030	0.0439	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A
206209_s_at	5.62	6.6	-1.98	0.0030	0.0439	CA4	carbonic anhydrase IV
213648_at	8.7	7.67	2.04	0.0030	0.0439	EXOSC7	exosome component 7
230163_at	10.33	8.76	2.96	0.0030	0.0439	GFRA1	GDNF family receptor alpha 1
227089_at	7.18	8.12	-1.91	0.0030	0.0440	COG5	component of oligomeric golgi complex 5
230352_at	9.73	8.78	1.92	0.0030	0.0440	PRPS2	phosphoribosyl pyrophosphate synthetase 2
220260_at	6.22	7.16	-1.93	0.0030	0.0440	TBC1D19	TBC1 domain family, member 19
206752_s_at	5.43	4.48	1.93	0.0030	0.0441	DFFB	DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase)
222907_x_at	7.54	8.63	-2.12	0.0030	0.0441	TMEM50B	transmembrane protein 50B
223289_s_at	8.13	6.86	2.42	0.0030	0.0441	USP38	ubiquitin specific peptidase 38
222946_s_at	7.29	6.35	1.92	0.0030	0.0441	AUNIP	aurora kinase A and ninein interacting protein
200033_at	13.4	12.47	1.91	0.0030	0.0441	DDX5	DEAD (Asp-Glu-Ala-Asp) box helicase 5
202341_s_at	7.13	8.38	-2.39	0.0030	0.0441	TRIM2	tripartite motif containing 2
231725_at	9.23	8.21	2.02	0.0030	0.0441	PCDHB2	protocadherin beta 2
226936_at	10.77	9.59	2.27	0.0030	0.0441	CENPW	centromere protein W
212492_s_at	7.52	8.49	-1.96	0.0030	0.0441	KDM4B	lysine (K)-specific demethylase 4B
221575_at	7.49	6.5	2	0.0030	0.0441	SCLY	selenocysteine lyase
211580_s_at	6.39	5.4	1.98	0.0030	0.0442	PIK3R3	phosphoinositide-3-kinase, regulatory subunit 3 (gamma)
236492_at	7.36	8.41	-2.07	0.0030	0.0442	PPP2R2A	protein phosphatase 2, regulatory subunit B, alpha
209082_s_at	7.76	6.65	2.17	0.0030	0.0443	COL18A1	collagen, type XVIII, alpha 1
208863_s_at	11.69	9.85	3.58	0.0031	0.0443	SRSF1	serine/arginine-rich splicing factor 1
228479_at	6.74	5.58	2.23	0.0031	0.0444	SOAT1	sterol O-acyltransferase 1
1554015_a_at	6.77	8.07	-2.45	0.0031	0.0444	CHD2	chromodomain helicase DNA binding protein 2
204026_s_at	12.75	10.98	3.42	0.0031	0.0445	ZWINT	ZW10 interacting kinetochore protein
222557_at	7.54	6.37	2.25	0.0031	0.0445	STMN3	stathmin-like 3
224678_at	7.12	8.12	-2	0.0031	0.0445	RALGAPB	Ral GTPase activating protein, beta subunit (non-catalytic)
243252_at	5.21	6.31	-2.15	0.0031	0.0445		
1552472_a_at	8.16	9.11	-1.93	0.0031	0.0445	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2
215030_at	6.98	5.84	2.21	0.0031	0.0445	GRSF1	G-rich RNA sequence binding factor 1
229860_x_at	9.55	8.49	2.08	0.0031	0.0445	C4orf48	chromosome 4 open reading frame 48
218088_s_at	9.39	10.34	-1.93	0.0031	0.0445	RRAGC	Ras-related GTP binding C
63009_at	10.1	9.1	1.99	0.0031	0.0445	SHQ1	SHQ1, H/ACA ribonucleoprotein assembly factor
201487_at	8.37	7.18	2.29	0.0031	0.0445	CTSC	cathepsin C
212276_at	7.47	8.55	-2.12	0.0031	0.0446	LPIN1	lipin 1
228674_s_at	7.58	6.58	2	0.0031	0.0447	EML4	echinoderm microtubule associated protein like 4
227854_at	6.68	5.73	1.93	0.0031	0.0447		
1557963_at	7.44	6.42	2.03	0.0031	0.0447	CDC42BPB	CDC42 binding protein kinase beta (DMPK-like)
204605_at	8.87	9.95	-2.1	0.0031	0.0447	CGRRF1	cell growth regulator with ring finger domain 1
217996_at	9.18	10.58	-2.65	0.0031	0.0447	PHLDA1	pleckstrin homology-like domain, family A, member 1
228305_at	5.68	6.66	-1.97	0.0031	0.0447	ZNF565	zinc finger protein 565
202338_at	11.23	9.73	2.82	0.0031	0.0447	TK1	thymidine kinase 1, soluble
222073_at	3.4	5	-3.03	0.0031	0.0447	COL4A3	collagen, type IV, alpha 3 (Goodpasture antigen)
228361_at	8.37	7.37	2	0.0031	0.0447	E2F2	E2F transcription factor 2
228925_at	5.65	4.34	2.49	0.0031	0.0447	MAPKAPK5	mitogen-activated protein kinase-activated protein kinase 5
212282_at	11.66	10.58	2.11	0.0031	0.0448	TMEM97	transmembrane protein 97
215641_at	3.91	4.95	-2.05	0.0031	0.0449	SEC24D	SEC24 homolog D, COPII coat complex component
209185_s_at	8.81	9.88	-2.1	0.0031	0.0449	IRS2	insulin receptor substrate 2
221755_at	6.91	5.98	1.9	0.0031	0.0449	EHBP1L1	EH domain binding protein 1 like 1
201202_at	11.85	10.67	2.27	0.0031	0.0449	PCNA	proliferating cell nuclear antigen
222206_s_at	6.89	5.94	1.93	0.0031	0.0449	NCLN	nicalin
213526_s_at	7.05	8.02	-1.96	0.0031	0.0450	LIN37	lin-37 DREAM MuvB core complex component
214482_at	6.85	7.77	-1.9	0.0031	0.0450	ZBTB25	zinc finger and BTB domain containing 25
227484_at	8.83	7.84	1.98	0.0031	0.0450	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1
244764_at	5.77	4.67	2.15	0.0031	0.0451	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3
213899_at	6.79	5.52	2.42	0.0031	0.0451	METAP2	methionyl aminopeptidase 2
1553979_at	9.97	8.85	2.17	0.0031	0.0451	ZNF121	zinc finger protein 121
212241_at	6.59	7.51	-1.9	0.0031	0.0451	GCOM1; POLR2M	GRINL1A complex locus 1; polymerase (RNA) II (DNA directed) polypeptide M
224719_s_at	9.59	10.63	-2.04	0.0031	0.0452	C12orf57	chromosome 12 open reading frame 57
202459_s_at	6.47	7.51	-2.06	0.0031	0.0452	LPIN2	lipin 2
224873_s_at	7.03	5.75	2.43	0.0032	0.0453	MRPS25	mitochondrial ribosomal protein S25
226776_at	5.55	4.54	2.01	0.0032	0.0454	ENY2	enhancer of yellow 2 homolog (Drosophila)
225490_at	9.86	8.88	1.98	0.0032	0.0454	ARID2	AT rich interactive domain 2 (ARID, RFX-like)
203554_x_at	12.11	11.12	1.99	0.0032	0.0454	PTTG1	pituitary tumor-transforming 1
227165_at	10.23	8.64	3.01	0.0032	0.0454	SKA3	spindle and kinetochore associated complex subunit 3
200843_s_at	11.54	12.75	-2.3	0.0032	0.0455	EPRS	glutamyl-prolyl-tRNA synthetase
205870_at	7.81	9.01	-2.31	0.0032	0.0455	BDKRB2	bradykinin receptor B2
217771_at	9.05	8.12	1.91	0.0032	0.0455	GOLM1	golgi membrane protein 1
212342_at	8.42	9.47	-2.08	0.0032	0.0455	YIPF6	Yip1 domain family member 6
228272_at	8.8	7.87	1.9	0.0032	0.0455	DNLZ	DNL-type zinc finger
223166_x_at	9.35	8.28	2.1	0.0032	0.0455	RABL6	RAB, member RAS oncogene family-like 6
225443_at	7.92	8.89	-1.96	0.0032	0.0455	DCP1A	decapping mRNA 1A
223516_s_at	11.04	10.11	1.91	0.0032	0.0455	PRICKLE4; TOMM6	prickle homolog 4; translocase of outer mitochondrial membrane 6 homolog (yeast)
200835_s_at	8.14	6.83	2.49	0.0032	0.0455	MAP4	microtubule associated protein 4
202852_s_at	10.45	9.5	1.94	0.0032	0.0456	AAGAB	alpha- and gamma-adaptin binding protein
211548_s_at	6.22	4.97	2.38	0.0032	0.0456	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
220086_at	7.31	8.32	-2.01	0.0032	0.0456	IKZF5	IKAROS family zinc finger 5
202374_s_at	7.79	8.91	-2.17	0.0032	0.0456	RAB3GAP2	RAB3 GTPase activating protein subunit 2 (non-catalytic)
202894_at	10.1	9.17	1.91	0.0032	0.0456	EPHB4	EPH receptor B4
1558809_s_at	5.13	6.48	-2.56	0.0032	0.0456	ZNF790-AS1	ZNF790 antisense RNA 1
216620_s_at	8.65	9.57	-1.9	0.0032	0.0457	ARHGEF10	Rho guanine nucleotide exchange factor 10
1557543_at	5.04	5.97	-1.9	0.0032	0.0459		
230069_at	7.06	6.05	2.01	0.0032	0.0460	SFXN1	sideroflexin 1
209449_at	8.97	7.61	2.56	0.0032	0.0461	LSM2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated
228442_at	7.61	6.52	2.13	0.0032	0.0461	NFATC2	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2
229676_at	10.28	8.93	2.55	0.0032	0.0461	MTPAP	mitochondrial poly(A) polymerase
1556047_s_at	6.93	5.9	2.05	0.0032	0.0461	MAGEE1	MAGE family member E1
219047_s_at	7.9	6.92	1.97	0.0032	0.0461	ZNF668	zinc finger protein 668
200714_x_at	11.35	12.37	-2.03	0.0032	0.0461	OS9	osteosarcoma amplified 9, endoplasmic reticulum lectin
213258_at	6.83	4.91	3.79	0.0032	0.0461	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)
202098_s_at	9.9	10.87	-1.97	0.0032	0.0461	PRMT2	protein arginine methyltransferase 2
210293_s_at	9.9	11.17	-2.42	0.0032	0.0461	SEC23B	Sec23 homolog B, COPII coat complex component
229297_at	7.31	8.3	-1.99	0.0032	0.0462	GPATCH2L	G-patch domain containing 2 like
202147_s_at	8.66	10.15	-2.8	0.0032	0.0463	IFRD1	interferon-related developmental regulator 1
201503_at	11.07	9.72	2.55	0.0032	0.0463	G3BP1	GTPase activating protein (SH3 domain) binding protein 1
205598_at	6.97	6.04	1.91	0.0032	0.0463	TRAIP	TRAF interacting protein
208662_s_at	10.84	11.78	-1.92	0.0033	0.0464	TTC3	tetratricopeptide repeat domain 3
225792_at	7.99	9.16	-2.25	0.0033	0.0464	HOOK1	hook microtubule-tethering protein 1
225722_at	8.21	7.25	1.94	0.0033	0.0464	UCK2	uridine-cytidine kinase 2
205527_s_at	8.45	7.53	1.9	0.0033	0.0465	GEMIN4	gem nuclear organelle associated protein 4
224218_s_at	8.84	7.58	2.39	0.0033	0.0465	TRPS1	trichorhinophalangeal syndrome I
225974_at	13.48	11.79	3.24	0.0033	0.0466	TMEM64	transmembrane protein 64
239954_at	4.49	5.52	-2.04	0.0033	0.0466	ZNF160	zinc finger protein 160
202578_s_at	8.78	7.86	1.89	0.0033	0.0466	DDX19A	DEAD (Asp-Glu-Ala-Asp) box polypeptide 19A
229061_s_at	5.91	4.98	1.91	0.0033	0.0466	SLC25A13	solute carrier family 25 (aspartate/glutamate carrier), member 13
232097_at	7.04	8.14	-2.13	0.0033	0.0466	TOX4	TOX high mobility group box family member 4
212677_s_at	7.53	5.94	3	0.0033	0.0467	CEP68	centrosomal protein 68kDa
203696_s_at	9.18	7.78	2.64	0.0033	0.0467	RFC2	replication factor C subunit 2
202670_at	9.94	11.07	-2.19	0.0033	0.0468	MAP2K1	mitogen-activated protein kinase kinase 1
220035_at	7.24	6.21	2.04	0.0033	0.0468	NUP210	nucleoporin 210kDa
223451_s_at	8.35	7.3	2.07	0.0033	0.0468	CKLF	chemokine-like factor
207749_s_at	8.52	9.49	-1.96	0.0033	0.0468	PPP2R3A	protein phosphatase 2, regulatory subunit B'', alpha
209076_s_at	11.28	12.41	-2.19	0.0033	0.0468	WDR45B	WD repeat domain 45B
230077_at	7.85	8.83	-1.97	0.0033	0.0468	LOC220729; SDHA; SDHAP1; SDHAP2	succinate dehydrogenase complex, subunit A, flavoprotein (Fp) pseudogene; succinate dehydrogenase complex subunit A, flavoprotein (Fp); succinate dehydrogenase complex subunit A, flavoprotein pseudogene 1; succinate dehydrogenase complex subunit A, flavoprotein pseudogene 2
230085_at	7.69	8.94	-2.39	0.0033	0.0468	PDK3	pyruvate dehydrogenase kinase, isozyme 3
231832_at	8.39	7.06	2.52	0.0033	0.0468	GALNT4; POC1B-GALNT4	polypeptide N-acetylgalactosaminyltransferase 4; POC1B-GALNT4 readthrough
235226_at	5.94	6.88	-1.91	0.0033	0.0468	CDK19	cyclin-dependent kinase 19
226040_at	7.3	6.2	2.14	0.0033	0.0468	TRIM56	tripartite motif containing 56
242277_at	8.67	7.43	2.36	0.0033	0.0469		
205053_at	10.86	9.78	2.12	0.0033	0.0469	PRIM1	primase, DNA, polypeptide 1 (49kDa)
204733_at	7.3	6.31	2	0.0033	0.0469	KLK6	kallikrein related peptidase 6
209397_at	8.58	9.5	-1.9	0.0033	0.0469	ME2	malic enzyme 2, NAD(+)-dependent, mitochondrial
210792_x_at	10.85	9.91	1.92	0.0033	0.0469	SIVA1	SIVA1, apoptosis-inducing factor
212656_at	10.55	9.56	1.99	0.0033	0.0469	TSFM	Ts translation elongation factor, mitochondrial
243309_at	6.36	7.28	-1.89	0.0033	0.0469	C15orf65	chromosome 15 open reading frame 65
225933_at	8.22	7.16	2.08	0.0033	0.0470	CCDC137	coiled-coil domain containing 137
46665_at	11.21	9.75	2.74	0.0033	0.0470	SEMA4C	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C
201829_at	10.96	9.79	2.25	0.0033	0.0471	NET1	neuroepithelial cell transforming 1
219163_at	8.47	7.55	1.89	0.0033	0.0471	ZNF562	zinc finger protein 562
202615_at	11.17	10.23	1.92	0.0033	0.0471	GNAQ	guanine nucleotide binding protein (G protein), q polypeptide
207891_s_at	8.4	7.45	1.94	0.0033	0.0473	HAUS7; TREX2	HAUS augmin like complex subunit 7; three prime repair exonuclease 2
206510_at	6.23	5.19	2.07	0.0034	0.0473	SIX2	SIX homeobox 2
222566_at	7.84	6.54	2.46	0.0034	0.0473	KMT5B	lysine (K)-specific methyltransferase 5B
201490_s_at	9.12	8.2	1.9	0.0034	0.0474	PPIF	peptidylprolyl isomerase F
46947_at	6.78	5.86	1.89	0.0034	0.0474	GNL3L	guanine nucleotide binding protein-like 3 (nucleolar)-like
200699_at	10.18	11.27	-2.13	0.0034	0.0474	KDELR2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2
202163_s_at	8.6	9.6	-2	0.0034	0.0474	CNOT8	CCR4-NOT transcription complex subunit 8
210465_s_at	7.22	8.44	-2.34	0.0034	0.0474	SNAPC3	small nuclear RNA activating complex polypeptide 3
219120_at	6.94	6.02	1.89	0.0034	0.0474	C2orf44	chromosome 2 open reading frame 44
227363_s_at	10.99	10.08	1.89	0.0034	0.0474	EMC8	ER membrane protein complex subunit 8
228497_at	6.65	7.61	-1.95	0.0034	0.0474	SLC22A15	solute carrier family 22, member 15
229538_s_at	9.86	8.59	2.41	0.0034	0.0474	IQGAP3	IQ motif containing GTPase activating protein 3
1558750_a_at	6.21	5.16	2.07	0.0034	0.0474	ARHGAP11B; LOC100288637	Rho GTPase activating protein 11B; OTU deubiquitinase 7A pseudogene
213378_s_at	7.56	6.64	1.89	0.0034	0.0475	DDX11; DDX12P; LOC642846	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11; DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 12, pseudogene; DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11-like
235024_at	7.5	8.45	-1.94	0.0034	0.0477	JADE1	jade family PHD finger 1
237444_at	6.18	5.26	1.89	0.0034	0.0477	LOC105374954	uncharacterized LOC105374954
200975_at	11.28	10.1	2.27	0.0034	0.0478	PPT1	palmitoyl-protein thioesterase 1
212390_at	6.73	7.64	-1.88	0.0034	0.0478	LOC100996724; PDE4DIP	phosphodiesterase 4D interacting protein-like; phosphodiesterase 4D interacting protein
201523_x_at	10.05	9.12	1.91	0.0034	0.0478	UBE2N	ubiquitin conjugating enzyme E2N
202963_at	9.74	8.51	2.35	0.0034	0.0478	RFX5	regulatory factor X, 5 (influences HLA class II expression)
225221_at	10.98	12.04	-2.09	0.0034	0.0479	ZKSCAN1	zinc finger with KRAB and SCAN domains 1
201181_at	8.96	10.03	-2.09	0.0034	0.0479	GNAI3	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3
207350_s_at	6.28	7.25	-1.96	0.0034	0.0479	VAMP4	vesicle associated membrane protein 4
235382_at	3.82	4.73	-1.88	0.0034	0.0479	LVRN	laeverin
203975_s_at	7.5	6.53	1.95	0.0034	0.0479	CHAF1A	chromatin assembly factor 1, subunit A (p150)
219226_at	7.86	6.77	2.14	0.0034	0.0479	CDK12	cyclin-dependent kinase 12
56919_at	8.22	9.14	-1.88	0.0034	0.0479	WDR48	WD repeat domain 48
221739_at	10.07	11.18	-2.15	0.0034	0.0479	MYDGF	myeloid-derived growth factor
218663_at	7.97	6.01	3.88	0.0034	0.0479	NCAPG	non-SMC condensin I complex subunit G
225694_at	8.78	7.54	2.36	0.0034	0.0479	CDK12	cyclin-dependent kinase 12
226437_at	7.83	8.74	-1.88	0.0034	0.0479	YIF1B	Yip1 interacting factor homolog B (S. cerevisiae)
227361_at	6.99	5.76	2.36	0.0034	0.0479	HS3ST3B1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1
205471_s_at	5.85	4.85	1.99	0.0034	0.0479	DACH1	dachshund family transcription factor 1
201890_at	12.53	10.2	5.03	0.0034	0.0480	RRM2	ribonucleotide reductase M2
234140_s_at	8.61	7.55	2.08	0.0034	0.0480	STIM2	stromal interaction molecule 2
203235_at	7.89	6.85	2.04	0.0034	0.0481	THOP1	thimet oligopeptidase 1
203226_s_at	8.67	9.64	-1.95	0.0034	0.0481	TSPAN31	tetraspanin 31
203313_s_at	9.6	10.72	-2.17	0.0034	0.0481	TGIF1	TGFB-induced factor homeobox 1
202468_s_at	9.39	10.4	-2.01	0.0034	0.0481	CTNNAL1	catenin (cadherin-associated protein), alpha-like 1
221473_x_at	10.05	11.06	-2.01	0.0034	0.0482	SERINC3	serine incorporator 3
225824_at	11.17	12.2	-2.04	0.0034	0.0482	CCNK	cyclin K
218257_s_at	8.68	9.79	-2.16	0.0035	0.0482	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1
218146_at	10.12	11.04	-1.89	0.0035	0.0483	GLT8D1	glycosyltransferase 8 domain containing 1
