ID	Normoxia Avg (log2)	Hypoxia Avg (log2)	Fold Change	P-val	FDR P-val	Gene Symbol	Description
214731_at	5.2	6.41	-2.31	0.0013	0.0257		
239937_at	5.85	7.03	-2.26	0.0013	0.0257	ZNF207	zinc finger protein 207
209377_s_at	12.06	10.74	2.49	0.0013	0.0257	HMGN3	high mobility group nucleosomal binding domain 3
209551_at	7.71	9.06	-2.55	0.0013	0.0258	YIPF4	Yip1 domain family member 4
218140_x_at	11.32	12.56	-2.37	0.0013	0.0258	SRPRB	signal recognition particle receptor, B subunit
225579_at	9.94	8.85	2.13	0.0013	0.0258	PQLC3	PQ loop repeat containing 3
228457_at	6.7	5.54	2.23	0.0013	0.0258	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent, 1L
229978_at	6.64	5.5	2.21	0.0013	0.0258	SHISA9	shisa family member 9
244700_at	4.34	5.62	-2.43	0.0013	0.0258	SEC61B	Sec61 translocon beta subunit
1566509_s_at	9.82	7.89	3.83	0.0013	0.0258	FBXO9	F-box protein 9
203713_s_at	8.37	7.27	2.14	0.0013	0.0258	LLGL2	lethal giant larvae homolog 2 (Drosophila)
219869_s_at	10.15	8.21	3.82	0.0013	0.0258	SLC39A8	solute carrier family 39 (zinc transporter), member 8
224826_at	7.55	8.98	-2.7	0.0013	0.0258	GPCPD1	glycerophosphocholine phosphodiesterase 1
209579_s_at	10.96	9.65	2.48	0.0013	0.0259	MBD4	methyl-CpG binding domain 4 DNA glycosylase
225680_at	9.14	8.01	2.19	0.0013	0.0259	LRWD1	leucine-rich repeats and WD repeat domain containing 1
200967_at	12.6	13.74	-2.2	0.0013	0.0259	PPIB	peptidylprolyl isomerase B (cyclophilin B)
35147_at	8.53	7.43	2.15	0.0013	0.0259	MCF2L	MCF.2 cell line derived transforming sequence like
204617_s_at	9.49	8.39	2.16	0.0013	0.0259	ACD	adrenocortical dysplasia homolog (mouse)
209587_at	7.51	6.22	2.43	0.0013	0.0259	PITX1	paired-like homeodomain 1
218853_s_at	9.37	10.58	-2.31	0.0013	0.0259	MOSPD1	motile sperm domain containing 1
1557128_at	6.78	5.69	2.13	0.0013	0.0259	FAM111B	family with sequence similarity 111, member B
225764_at	7.45	6.21	2.36	0.0013	0.0259	ETV6	ets variant 6
228768_at	8.41	9.5	-2.13	0.0013	0.0259	FNIP1	folliculin interacting protein 1
229304_s_at	7.41	5.85	2.94	0.0013	0.0259	CENPU	centromere protein U
209501_at	9.31	10.54	-2.35	0.0013	0.0259	CDR2; LOC101060399	cerebellar degeneration related protein 2; cerebellar degeneration-related protein 2
209845_at	9.2	10.31	-2.16	0.0013	0.026	MKRN1	makorin ring finger protein 1
229534_at	7.95	6.83	2.19	0.0013	0.026	ACOT4	acyl-CoA thioesterase 4
204492_at	5.7	4.35	2.55	0.0013	0.0261	ARHGAP11A	Rho GTPase activating protein 11A
205287_s_at	7.49	6.37	2.17	0.0013	0.0261	TFAP2C	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
227477_at	9.65	8.55	2.14	0.0013	0.0261	ZMYND19	zinc finger, MYND-type containing 19
200730_s_at	9.93	11.15	-2.32	0.0013	0.0262	PTP4A1	protein tyrosine phosphatase type IVA, member 1
212875_s_at	6.99	5.81	2.27	0.0013	0.0262	C2CD2	C2 calcium-dependent domain containing 2
214695_at	7.78	6.5	2.43	0.0013	0.0262	UBAP2L	ubiquitin associated protein 2 like
200073_s_at	11.85	10.01	3.59	0.0013	0.0262	HNRNPD	heterogeneous nuclear ribonucleoprotein D
212876_at	9.2	10.35	-2.21	0.0013	0.0263	B4GALT4	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 4
218993_at	9.43	8.19	2.35	0.0013	0.0263	RNMTL1	RNA methyltransferase like 1
212000_at	7.85	6.56	2.44	0.0013	0.0264	SUGP2	SURP and G-patch domain containing 2
225972_at	10.68	8.61	4.2	0.0013	0.0264	TMEM64	transmembrane protein 64
235609_at	11.91	9.76	4.43	0.0013	0.0264	BRIP1	BRCA1 interacting protein C-terminal helicase 1
223198_x_at	9.54	8.21	2.51	0.0013	0.0264	COMMD5	COMM domain containing 5
203231_s_at	8.96	10.42	-2.76	0.0013	0.0264	ATXN1	ataxin 1
201018_at	8.22	6.71	2.85	0.0013	0.0264	EIF1AX	eukaryotic translation initiation factor 1A, X-linked
202937_x_at	8.31	7.22	2.12	0.0013	0.0264	RRP7A	ribosomal RNA processing 7 homolog A
222819_at	8.41	7.14	2.4	0.0013	0.0264	CTPS2	CTP synthase 2
235408_x_at	7.76	6.68	2.12	0.0013	0.0264	ZNF117	zinc finger protein 117
235422_at	6.23	4.87	2.58	0.0013	0.0264		
244871_s_at	7.54	8.7	-2.23	0.0013	0.0265	USP32	ubiquitin specific peptidase 32
202668_at	10.58	9.49	2.13	0.0013	0.0265	EFNB2	ephrin-B2
203767_s_at	6.83	5.48	2.54	0.0013	0.0265	STS	steroid sulfatase (microsomal), isozyme S
204768_s_at	10.54	9	2.91	0.0013	0.0265	FEN1	flap structure-specific endonuclease 1
209093_s_at	8.92	7.77	2.22	0.0013	0.0265	GBA; GBAP1	glucosidase, beta, acid; glucosidase, beta, acid pseudogene 1
212924_s_at	8.1	7.01	2.12	0.0013	0.0265	LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated
213407_at	9.31	8.22	2.13	0.0013	0.0265	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2
214696_at	8.49	10.15	-3.15	0.0013	0.0265	MIR22HG	MIR22 host gene
217988_at	10.06	11.16	-2.15	0.0013	0.0265	CCNB1IP1	cyclin B1 interacting protein 1, E3 ubiquitin protein ligase
219682_s_at	5.96	7.12	-2.23	0.0013	0.0265	TBX3	T-box 3
222763_s_at	10.81	11.94	-2.18	0.0013	0.0265	WDR33	WD repeat domain 33
226775_at	8.81	7.13	3.2	0.0013	0.0265	ENY2	enhancer of yellow 2 homolog (Drosophila)
234989_at	8.9	10.26	-2.56	0.0013	0.0265	NEAT1	nuclear paraspeckle assembly transcript 1 (non-protein coding)
243704_at	6.71	4.98	3.31	0.0013	0.0265	GPATCH2	G-patch domain containing 2
225118_at	8.77	7.55	2.33	0.0013	0.0265	KMT5A	lysine (K)-specific methyltransferase 5A
201489_at	10.97	9.89	2.12	0.0013	0.0266	PPIF	peptidylprolyl isomerase F
243948_at	7.04	5.49	2.93	0.0013	0.0266	ZC3H14	zinc finger CCCH-type containing 14
220137_at	7.05	5.9	2.21	0.0013	0.0266	VSIG10	V-set and immunoglobulin domain containing 10
225240_s_at	9.99	8.35	3.13	0.0013	0.0267	MSI2	musashi RNA binding protein 2
203584_at	10.88	12.26	-2.6	0.0013	0.0267	EMC2	ER membrane protein complex subunit 2
209137_s_at	10.75	9.65	2.14	0.0013	0.0267	USP10	ubiquitin specific peptidase 10
226802_s_at	8.39	9.58	-2.29	0.0013	0.0268	BMS1P20	BMS1 ribosome biogenesis factor pseudogene 20
201514_s_at	9.89	8.8	2.14	0.0013	0.0268	G3BP1	GTPase activating protein (SH3 domain) binding protein 1
203648_at	10.32	9.05	2.41	0.0013	0.0268	TATDN2	TatD DNase domain containing 2
227452_at	6.32	7.86	-2.92	0.0013	0.0268	LINC00511; LINC00673	long intergenic non-protein coding RNA 511; long intergenic non-protein coding RNA 673
225748_at	9.36	8.07	2.45	0.0013	0.0269	LTV1	LTV1 ribosome biogenesis factor
635_s_at	6.94	8.02	-2.11	0.0013	0.0269	PPP2R5B	protein phosphatase 2, regulatory subunit B', beta
231926_at	8.93	7.78	2.21	0.0013	0.0269	EPS15L1	epidermal growth factor receptor pathway substrate 15-like 1
228252_at	6.62	5.52	2.14	0.0013	0.0269	PIF1	PIF1 5'-to-3' DNA helicase
242594_at	5.67	7.47	-3.47	0.0013	0.0269	BOD1L1	biorientation of chromosomes in cell division 1-like 1
224643_at	9.46	11.2	-3.35	0.0014	0.027	PRRC1	proline-rich coiled-coil 1
213696_s_at	8.1	9.3	-2.3	0.0014	0.027	MED8	mediator complex subunit 8
235509_at	9.97	8.58	2.61	0.0014	0.027	NDUFAF6	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6
203390_s_at	9.13	8.01	2.16	0.0014	0.027	KIF3C	kinesin family member 3C
226037_s_at	10.3	8.86	2.71	0.0014	0.027	TAF9B	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa
228971_at	6.93	5.4	2.9	0.0014	0.027	SLC25A3	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3
229999_at	5.84	7.59	-3.37	0.0014	0.027	RBMX	RNA binding motif protein, X-linked
229828_at	7.25	8.63	-2.6	0.0014	0.027	CDC73	cell division cycle 73
222683_at	10.48	11.58	-2.14	0.0014	0.027	RNF20	ring finger protein 20, E3 ubiquitin protein ligase
201047_x_at	11.5	12.71	-2.32	0.0014	0.0271	RAB6A	RAB6A, member RAS oncogene family
209862_s_at	7.09	8.19	-2.15	0.0014	0.0271	CEP57	centrosomal protein 57kDa
37226_at	7.87	8.95	-2.12	0.0014	0.0271	BNIP1	BCL2/adenovirus E1B 19kDa interacting protein 1
235725_at	7.17	8.31	-2.2	0.0014	0.0271	SMAD4	SMAD family member 4
220234_at	7.48	6.4	2.12	0.0014	0.0271	CA8	carbonic anhydrase VIII
200742_s_at	6.76	7.9	-2.21	0.0014	0.0271	TPP1	tripeptidyl peptidase I
201037_at	11.89	13.17	-2.42	0.0014	0.0271	PFKP	phosphofructokinase, platelet
221861_at	9.11	8.03	2.11	0.0014	0.0271	ARRB1	arrestin, beta 1
202483_s_at	11.81	10.23	2.99	0.0014	0.0271	RANBP1	RAN binding protein 1
219414_at	6.8	5.72	2.11	0.0014	0.0271	CLSTN2	calsyntenin 2
219575_s_at	9.64	8.05	3	0.0014	0.0271	COG8; PDF	component of oligomeric golgi complex 8; peptide deformylase (mitochondrial)
224822_at	8.54	7.11	2.7	0.0014	0.0271	DLC1	DLC1 Rho GTPase activating protein
206917_at	5.15	6.23	-2.11	0.0014	0.0271	GNA13	guanine nucleotide binding protein (G protein), alpha 13
212279_at	9.87	8.74	2.19	0.0014	0.0271	TMEM97	transmembrane protein 97
225096_at	9.99	8.88	2.16	0.0014	0.0271	COPRS	coordinator of PRMT5, differentiation stimulator
226696_at	8.15	6.92	2.35	0.0014	0.0271	RBBP9	retinoblastoma binding protein 9
200813_s_at	8.15	6.98	2.25	0.0014	0.0272	PAFAH1B1	platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)
200758_s_at	10.21	11.34	-2.19	0.0014	0.0272	NFE2L1	nuclear factor, erythroid 2-like 1
205812_s_at	12.39	13.48	-2.13	0.0014	0.0272	TMED9	transmembrane p24 trafficking protein 9
202647_s_at	10.89	12.07	-2.27	0.0014	0.0272	NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog
212120_at	9.97	11.51	-2.9	0.0014	0.0272	RHOQ	ras homolog family member Q
216236_s_at	5.58	6.87	-2.44	0.0014	0.0272	SLC2A14; SLC2A3	solute carrier family 2 (facilitated glucose transporter), member 14; solute carrier family 2 (facilitated glucose transporter), member 3
1558103_a_at	8.47	6.63	3.58	0.0014	0.0272	HDGFRP3	hepatoma-derived growth factor, related protein 3
212888_at	8.85	7.39	2.75	0.0014	0.0272	DICER1	dicer 1, ribonuclease type III
241955_at	7.4	6.31	2.13	0.0014	0.0272	HECTD1	HECT domain containing E3 ubiquitin protein ligase 1
235556_at	4.22	5.3	-2.11	0.0014	0.0272	CREBRF	CREB3 regulatory factor
229610_at	7.55	6.4	2.22	0.0014	0.0273	CKAP2L	cytoskeleton associated protein 2-like
1554251_at	7.75	6.39	2.58	0.0014	0.0273	HP1BP3	heterochromatin protein 1, binding protein 3
215195_at	6.82	7.9	-2.11	0.0014	0.0273	PRKCA	protein kinase C, alpha
220414_at	6.23	5.11	2.16	0.0014	0.0274	CALML5	calmodulin-like 5
206445_s_at	10.88	9.8	2.11	0.0014	0.0274	PRMT1	protein arginine methyltransferase 1
201364_s_at	8.22	7.15	2.1	0.0014	0.0275	OAZ2	ornithine decarboxylase antizyme 2
212398_at	8.8	7.45	2.55	0.0014	0.0275	RDX	radixin
219715_s_at	10.09	9	2.12	0.0014	0.0275	TDP1	tyrosyl-DNA phosphodiesterase 1
229278_at	7.18	6.04	2.2	0.0014	0.0275	USP51	ubiquitin specific peptidase 51
200702_s_at	9.59	8.09	2.82	0.0014	0.0275	DDX24	DEAD (Asp-Glu-Ala-Asp) box helicase 24
215044_s_at	8	9.08	-2.12	0.0014	0.0275	STAM2	signal transducing adaptor molecule (SH3 domain and ITAM motif) 2
200832_s_at	12.3	13.48	-2.26	0.0014	0.0275	SCD	stearoyl-CoA desaturase (delta-9-desaturase)
1553535_a_at	7.95	6.55	2.65	0.0014	0.0276	RANGAP1	Ran GTPase activating protein 1
225650_at	8.07	7	2.11	0.0014	0.0276	SAMD1	sterile alpha motif domain containing 1
227593_at	8.36	7.27	2.13	0.0014	0.0276	FLJ37453	uncharacterized LOC729614
1559170_at	6.58	5.45	2.18	0.0014	0.0276	ANKRD20A5P	ankyrin repeat domain 20 family, member A5, pseudogene
1569057_s_at	6.3	7.72	-2.68	0.0014	0.0276	MIA3	melanoma inhibitory activity family, member 3
235378_at	5.65	6.73	-2.12	0.0014	0.0276	FAM161B	family with sequence similarity 161, member B
218871_x_at	7.38	8.53	-2.22	0.0014	0.0276	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2
202580_x_at	9.77	8.24	2.88	0.0014	0.0276	FOXM1	forkhead box M1
215399_s_at	10.09	11.21	-2.17	0.0014	0.0276	OS9	osteosarcoma amplified 9, endoplasmic reticulum lectin
33778_at	8.62	9.86	-2.36	0.0014	0.0276	TBC1D22A	TBC1 domain family, member 22A
244276_at	6.12	5.05	2.1	0.0014	0.0276	KLB	klotho beta
208910_s_at	11.02	9.42	3.03	0.0014	0.0277	C1QBP	complement component 1, q subcomponent binding protein
212538_at	6.83	5.74	2.13	0.0014	0.0277	DOCK9	dedicator of cytokinesis 9
212361_s_at	8.62	9.79	-2.25	0.0014	0.0277	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2
237180_at	6.2	7.31	-2.15	0.0014	0.0277		
223711_s_at	7.57	6.45	2.17	0.0014	0.0277	THYN1	thymocyte nuclear protein 1
216336_x_at	9.17	10.34	-2.25	0.0014	0.0277	MT1E	metallothionein 1E
223046_at	9.4	10.95	-2.93	0.0014	0.0277	EGLN1	egl-9 family hypoxia-inducible factor 1
208912_s_at	9.82	8.73	2.13	0.0014	0.0277	CNP	2',3'-cyclic nucleotide 3' phosphodiesterase
225672_at	9.36	10.43	-2.1	0.0014	0.0278	GOLGA2	golgin A2
1555906_s_at	9.12	10.22	-2.15	0.0014	0.0278	TCAIM	T cell activation inhibitor, mitochondrial
225129_at	8.47	7.39	2.11	0.0014	0.0278	CPNE2	copine II
1556551_s_at	9.18	7.92	2.39	0.0014	0.0278	SLC39A6	solute carrier family 39 (zinc transporter), member 6
202047_s_at	9.81	8.33	2.78	0.0014	0.0278	CBX6	chromobox homolog 6
222235_s_at	7.32	8.65	-2.52	0.0014	0.0278	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2
220474_at	5.25	4.18	2.1	0.0014	0.0279	SLC25A21	solute carrier family 25 (mitochondrial oxoadipate carrier), member 21
228774_at	9.21	8.02	2.28	0.0014	0.0279	CEP78	centrosomal protein 78kDa
207414_s_at	7.69	6.58	2.16	0.0014	0.0279	PCSK6	proprotein convertase subtilisin/kexin type 6
230016_at	7.81	6.17	3.11	0.0014	0.0279	NDUFAF6	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6
239445_at	5.43	6.51	-2.11	0.0014	0.0279		
1559413_at	4.14	5.22	-2.13	0.0014	0.0279	TCP11L2	t-complex 11, testis-specific-like 2
225929_s_at	7.41	6.29	2.17	0.0014	0.0279	RNF213	ring finger protein 213
238722_x_at	7.84	6.49	2.55	0.0014	0.0279	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D
204779_s_at	8.51	7.45	2.1	0.0014	0.0279	HOXB7	homeobox B7
212992_at	6.42	8.16	-3.34	0.0014	0.0279	AHNAK2	AHNAK nucleoprotein 2
206452_x_at	9.42	8.35	2.1	0.0014	0.028	PPP2R4	protein phosphatase 2A activator, regulatory subunit 4
213067_at	7.57	6.43	2.21	0.0014	0.028	MYH10	myosin, heavy chain 10, non-muscle
224352_s_at	8.46	7.38	2.12	0.0014	0.028	CFL2	cofilin 2 (muscle)
213844_at	6.15	7.47	-2.5	0.0014	0.028	HOXA5	homeobox A5
226354_at	11.45	10.25	2.31	0.0014	0.028	LACTB	lactamase, beta
202331_at	9.88	10.98	-2.15	0.0015	0.028	BCKDHA	branched chain keto acid dehydrogenase E1, alpha polypeptide
207540_s_at	8.41	7.08	2.53	0.0014	0.028	SYK	spleen tyrosine kinase
226021_at	8.14	7.05	2.13	0.0014	0.028	RDH10	retinol dehydrogenase 10 (all-trans)
226817_at	8.51	9.97	-2.74	0.0015	0.028	DSC2	desmocollin 2
227955_s_at	7.58	6.18	2.63	0.0015	0.028	EFNA5	ephrin-A5
229076_s_at	8.83	7.73	2.14	0.0014	0.028	TOMM22	translocase of outer mitochondrial membrane 22 homolog (yeast)
201358_s_at	12.26	13.4	-2.21	0.0015	0.028	COPB1	coatomer protein complex subunit beta 1
214129_at	9.84	10.92	-2.12	0.0015	0.028	PDE4DIP	phosphodiesterase 4D interacting protein
208095_s_at	11.71	12.8	-2.13	0.0015	0.0281	SRP72	signal recognition particle 72kDa
212316_at	8.48	7.3	2.27	0.0015	0.0281	NUP210	nucleoporin 210kDa
206023_at	7.38	6.27	2.16	0.0015	0.0281	NMU	neuromedin U
226724_s_at	6.41	5.33	2.11	0.0015	0.0281	PSPC1	paraspeckle component 1
209935_at	6.99	8.08	-2.13	0.0015	0.0281	ATP2C1	ATPase, Ca++ transporting, type 2C, member 1
221869_at	7.44	6.33	2.16	0.0015	0.0281	UCKL1; ZNF512B	uridine-cytidine kinase 1-like 1; zinc finger protein 512B
226141_at	6.9	7.99	-2.13	0.0015	0.0281	CCDC149	coiled-coil domain containing 149
207076_s_at	10.63	11.83	-2.29	0.0015	0.0281	ASS1	argininosuccinate synthase 1
210180_s_at	7.33	6.24	2.12	0.0015	0.0281	TRA2B	transformer 2 beta homolog (Drosophila)
213945_s_at	8.73	7.45	2.42	0.0015	0.0281	NUP210	nucleoporin 210kDa
201780_s_at	9.13	10.29	-2.24	0.0015	0.0282	RNF13	ring finger protein 13
224535_s_at	7.25	6.06	2.28	0.0015	0.0282	MRPL57	mitochondrial ribosomal protein L57
215731_s_at	6.97	5.26	3.27	0.0015	0.0282	MPHOSPH9	M-phase phosphoprotein 9
201138_s_at	9.07	8	2.1	0.0015	0.0283	SSB	Sjogren syndrome antigen B (autoantigen La)
218485_s_at	8.96	7.9	2.09	0.0015	0.0284	SLC35C1	solute carrier family 35 (GDP-fucose transporter), member C1
221566_s_at	7.37	8.89	-2.86	0.0015	0.0284	NOL3	nucleolar protein 3 (apoptosis repressor with CARD domain)
221786_at	9.79	8.22	2.95	0.0015	0.0284	C6orf120	chromosome 6 open reading frame 120
201668_x_at	7.44	6.35	2.14	0.0015	0.0285	MARCKS	myristoylated alanine-rich protein kinase C substrate
217980_s_at	10.25	9.05	2.3	0.0015	0.0285	MRPL16	mitochondrial ribosomal protein L16
202320_at	9.67	8.61	2.09	0.0015	0.0285	GTF3C1	general transcription factor IIIC subunit 1
228449_at	6.7	5.42	2.42	0.0015	0.0285	MORC2	MORC family CW-type zinc finger 2
1557455_s_at	6.94	8	-2.08	0.0015	0.0285	MOSPD1	motile sperm domain containing 1
204725_s_at	8.79	10.1	-2.48	0.0015	0.0285	NCK1	NCK adaptor protein 1
209326_at	9.98	11.08	-2.15	0.0015	0.0285	SLC35A2	solute carrier family 35 (UDP-galactose transporter), member A2
213951_s_at	8.9	7.84	2.09	0.0015	0.0285	PSMC3IP	PSMC3 interacting protein
227350_at	8.34	5.31	8.2	0.0015	0.0285	HELLS	helicase, lymphoid-specific
227944_at	7.34	6.16	2.26	0.0015	0.0285	PTPN3	protein tyrosine phosphatase, non-receptor type 3
234088_at	6.31	7.52	-2.31	0.0015	0.0285		
200606_at	12.35	13.51	-2.24	0.0015	0.0285	DSP	desmoplakin
221425_s_at	7.78	8.94	-2.24	0.0015	0.0285	ISCA1	iron-sulfur cluster assembly 1
221549_at	9.35	8.29	2.09	0.0015	0.0285	GRWD1	glutamate-rich WD repeat containing 1
236778_at	5.16	6.42	-2.39	0.0015	0.0285		
222768_s_at	8.26	7.19	2.1	0.0015	0.0285	TRMT6	tRNA methyltransferase 6
201797_s_at	8.86	7.65	2.31	0.0015	0.0285	VARS	valyl-tRNA synthetase
214132_at	6.65	7.81	-2.25	0.0015	0.0285	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1
217777_s_at	9.12	7.84	2.43	0.0015	0.0285	HACD3	3-hydroxyacyl-CoA dehydratase 3
238030_at	6.88	5.76	2.18	0.0015	0.0285	ZNF268	zinc finger protein 268
203629_s_at	7.73	8.8	-2.1	0.0015	0.0285	COG5	component of oligomeric golgi complex 5
205519_at	6.1	5.05	2.08	0.0015	0.0285	WDR76	WD repeat domain 76
227019_at	7.06	5.93	2.18	0.0015	0.0285	C1orf226	chromosome 1 open reading frame 226
238148_s_at	7.25	6.19	2.09	0.0015	0.0286	ZNF818P	zinc finger protein 818, pseudogene
223226_x_at	8.99	7.93	2.09	0.0015	0.0286	SSBP4	single stranded DNA binding protein 4
226569_s_at	8.19	6.98	2.32	0.0015	0.0286	CHTF18	chromosome transmission fidelity factor 18
225687_at	11.19	9.91	2.43	0.0015	0.0286	FAM83D	family with sequence similarity 83, member D
204386_s_at	12.9	11.67	2.34	0.0015	0.0286	MRPL57	mitochondrial ribosomal protein L57
225297_at	9.28	7.94	2.52	0.0015	0.0287	HAUS1	HAUS augmin like complex subunit 1
201389_at	7.24	8.37	-2.19	0.0015	0.0287	ITGA5	integrin alpha 5
211376_s_at	8.43	6.98	2.73	0.0015	0.0287	NSMCE4A	NSE4 homolog A, SMC5-SMC6 complex component
218740_s_at	10.48	11.64	-2.23	0.0015	0.0287	CDK5RAP3	CDK5 regulatory subunit associated protein 3
224716_at	10.51	9.45	2.08	0.0015	0.0287	SLC35B2	solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B2
225445_at	8.12	9.48	-2.55	0.0015	0.0287	UBN2	ubinuclein 2
226094_at	8.58	9.63	-2.08	0.0015	0.0287	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha
226689_at	10.18	11.85	-3.19	0.0015	0.0287	CISD2	CDGSH iron sulfur domain 2
226902_at	7.65	6.27	2.61	0.0015	0.0287	USP13	ubiquitin specific peptidase 13 (isopeptidase T-3)
1558208_at	6.64	7.72	-2.1	0.0015	0.0287		
215785_s_at	8.6	9.66	-2.09	0.0015	0.0287	CYFIP2	cytoplasmic FMR1 interacting protein 2
204385_at	11.11	9.88	2.35	0.0015	0.0288	KYNU	kynureninase
224784_at	8.42	7.29	2.18	0.0015	0.0288	MLLT6	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 6
241371_at	7.23	8.33	-2.15	0.0015	0.0288	TNFRSF10A	tumor necrosis factor receptor superfamily, member 10a
213932_x_at	11.17	12.22	-2.08	0.0015	0.0288	HLA-A	major histocompatibility complex, class I, A
229269_x_at	9.78	8.73	2.08	0.0015	0.0288	SSBP4	single stranded DNA binding protein 4
203971_at	11.06	12.24	-2.26	0.0015	0.0288	SLC31A1	solute carrier family 31 (copper transporter), member 1
203397_s_at	10.64	11.8	-2.23	0.0015	0.0288	GALNT3	polypeptide N-acetylgalactosaminyltransferase 3
204351_at	11.91	12.96	-2.08	0.0015	0.0288	S100P	S100 calcium binding protein P
200756_x_at	8.45	9.51	-2.08	0.0015	0.0288	CALU	calumenin
233106_at	7.53	6.39	2.2	0.0015	0.0289	FRMD6-AS1	FRMD6 antisense RNA 1
1554602_at	7.01	8.22	-2.32	0.0015	0.0289	RBM8A	RNA binding motif protein 8A
209135_at	9.39	11.07	-3.21	0.0015	0.0289	ASPH	aspartate beta-hydroxylase
218149_s_at	9.07	10.5	-2.71	0.0015	0.0289	ZNF395	zinc finger protein 395
217858_s_at	10.61	12.06	-2.74	0.0015	0.029	ARMCX3	armadillo repeat containing, X-linked 3
215203_at	5.24	6.47	-2.33	0.0015	0.029	GOLGA4	golgin A4
218455_at	8.51	7.4	2.15	0.0015	0.029	NFS1	NFS1 cysteine desulfurase
219368_at	7.63	6.2	2.69	0.0015	0.029	NAP1L2	nucleosome assembly protein 1-like 2
210859_x_at	9.31	8.22	2.12	0.0015	0.029	CLN3	ceroid-lipofuscinosis, neuronal 3
1559425_at	5.62	6.69	-2.1	0.0015	0.029		
1053_at	9.41	7.94	2.75	0.0015	0.029	RFC2	replication factor C subunit 2
205809_s_at	7.8	6.75	2.08	0.0015	0.029	WASL	Wiskott-Aldrich syndrome-like
206506_s_at	7.46	8.57	-2.17	0.0015	0.029	SUPT3H	SPT3 homolog, SAGA and STAGA complex component
224852_at	8.12	9.19	-2.1	0.0015	0.029	TTC17	tetratricopeptide repeat domain 17
226773_at	8.47	9.61	-2.21	0.0015	0.029	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent, 1K
1555201_a_at	6.96	5.88	2.11	0.0015	0.029	RMND1	required for meiotic nuclear division 1 homolog
225898_at	10.77	12.04	-2.4	0.0015	0.029	WDR54	WD repeat domain 54
222151_s_at	6.74	8.01	-2.42	0.0016	0.0291	CEP63	centrosomal protein 63kDa
229372_at	8.1	9.33	-2.34	0.0016	0.0291	GOLT1A	golgi transport 1A
228058_at	8.83	7.52	2.49	0.0016	0.0291	ZG16B	zymogen granule protein 16B
223545_at	7.61	6.49	2.18	0.0016	0.0291	FANCD2	Fanconi anemia complementation group D2
213246_at	10.53	9.23	2.46	0.0016	0.0292	TMEM251	transmembrane protein 251
238346_s_at	7.87	6.82	2.08	0.0016	0.0292	TGS1	trimethylguanosine synthase 1
202633_at	10.26	9.02	2.36	0.0016	0.0293	TOPBP1	topoisomerase (DNA) II binding protein 1
212895_s_at	8.85	7.8	2.07	0.0016	0.0293	ABR	active BCR-related
1558924_s_at	8.41	6.62	3.46	0.0016	0.0293	CLIP1	CAP-GLY domain containing linker protein 1
203404_at	9.12	10.2	-2.12	0.0016	0.0293	ARMCX2	armadillo repeat containing, X-linked 2
212853_at	6.55	7.63	-2.12	0.0016	0.0293	DCUN1D4	DCN1, defective in cullin neddylation 1, domain containing 4
221472_at	10.7	11.83	-2.18	0.0016	0.0293	SERINC3	serine incorporator 3
