ID	Normoxia.Avg..log2.	Hypoxia.Avg..log2.	Fold.Change	P.val	FDR.P.val	Gene.Symbol	Description
226869_at	6.64	5.75	1.85	0.0055	0.0417	MEGF6	multiple EGF-like-domains 6
226881_at	8.64	9.48	-1.79	0.0013	0.0144	GRPEL2	GrpE-like 2, mitochondrial (E. coli)
226886_at	7.43	10.15	-6.6	3.24e-05	0.0041	GFPT1	glutamine--fructose-6-phosphate transaminase 1
226891_at	7.91	7.1	1.75	0.0014	0.0152	XXYLT1	xyloside xylosyltransferase 1
226894_at	8.68	9.35	-1.59	0.004	0.0329	SLC35A3	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3
226896_at	11.34	10.15	2.27	0.001	0.0223	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1
226902_at	7.65	6.27	2.61	0.0015	0.0287	USP13	ubiquitin specific peptidase 13 (isopeptidase T-3)
226912_at	8.09	6.83	2.39	0.0027	0.0414	ZDHHC23	zinc finger, DHHC-type containing 23
226921_at	9.03	9.97	-1.92	5e-04	0.0076	UBR1	ubiquitin protein ligase E3 component n-recognin 1
226932_at	5.63	4.8	1.77	0.0012	0.0141	SSPN	sarcospan
226936_at	10.77	9.59	2.27	0.003	0.0441	CENPW	centromere protein W
226939_at	8.3	9.71	-2.65	3e-04	0.0124	CPEB2	cytoplasmic polyadenylation element binding protein 2
226941_at	7.43	9.66	-4.7	1.54e-06	3e-04	ATF6	activating transcription factor 6
226952_at	9.98	11.08	-2.15	7e-04	0.0099	EAF1	ELL associated factor 1
226956_at	7.04	7.87	-1.77	0.0035	0.0303	MTMR3	myotubularin related protein 3
226962_at	8.26	9.54	-2.42	6.76e-05	0.002	ZBTB41	zinc finger and BTB domain containing 41
226965_at	9.7	8.81	1.85	8e-04	0.0107	DENND6A	DENN/MADD domain containing 6A
226977_at	7.23	9.12	-3.7	4.09e-05	0.0046	IGIP	IgA-inducing protein
226980_at	8.68	6.78	3.73	6e-04	0.0169	DEPDC1B	DEP domain containing 1B
226982_at	5.19	7.01	-3.53	2e-04	0.009	ELL2	elongation factor, RNA polymerase II, 2
226987_at	7.66	6.34	2.49	4e-04	0.014	RBM15B	RNA binding motif protein 15B
226993_at	8.05	6.43	3.07	2.28e-05	0.0011	TRIP12	thyroid hormone receptor interactor 12
227003_at	10.13	10.78	-1.57	0.0042	0.0345	RAB28	RAB28, member RAS oncogene family
227013_at	10.85	11.57	-1.65	0.0028	0.0252	LATS2	large tumor suppressor kinase 2
227019_at	7.06	6.12	1.91	6e-04	0.0088	C1orf226	chromosome 1 open reading frame 226
227020_at	8.29	10.27	-3.94	4.1e-05	0.0046	YPEL2	yippee like 2
227029_at	10.64	11.67	-2.05	7e-04	0.0098	FAM177A1	family with sequence similarity 177, member A1
227031_at	6.97	8.22	-2.38	0.0035	0.0486	SNX13	sorting nexin 13
227033_at	7.06	8.77	-3.27	1.2e-05	7e-04	PDIA3	protein disulfide isomerase family A member 3
227034_at	8.73	7.71	2.02	0.002	0.0335	SOWAHC	sosondowah ankyrin repeat domain family member C
227037_at	8.72	9.58	-1.81	0.0013	0.0146	PLD6	phospholipase D family, member 6
227038_at	6.9	8.11	-2.32	0.0013	0.0149	SGMS2	sphingomyelin synthase 2
227040_at	7.4	6.69	1.63	0.0029	0.0259	NHLRC3	NHL repeat containing 3
227041_at	6.56	5.42	2.21	5e-04	0.0075	SESTD1	SEC14 and spectrin domains 1
227052_at	10.81	11.84	-2.05	3e-04	0.0051	SMIM14	small integral membrane protein 14
227053_at	7.45	6.44	2.02	0.002	0.0342	PACSIN1	protein kinase C and casein kinase substrate in neurons 1
227055_at	7.44	6.62	1.76	0.0037	0.0312	METTL7B	methyltransferase like 7B
227059_at	8.89	7.29	3.03	3e-04	0.0116	GPC6	glypican 6
227064_at	9.49	8.73	1.69	0.002	0.0196	ANKRD40	ankyrin repeat domain 40
227068_at	10.81	12.48	-3.17	8e-04	0.0203	PGK1	phosphoglycerate kinase 1
227080_at	7.96	10.13	-4.49	2.19e-06	3e-04	ZNF697	zinc finger protein 697
227084_at	10.46	11.21	-1.69	0.0028	0.0254	DTNA	dystrobrevin, alpha
227089_at	7.18	8.12	-1.91	0.003	0.044	COG5	component of oligomeric golgi complex 5
227093_at	8.25	9.53	-2.42	8e-04	0.0193	USP36	ubiquitin specific peptidase 36
227095_at	6.21	4.34	3.67	4.43e-05	0.0048	LEPROT	leptin receptor overlapping transcript
227099_s_at	5.19	6.63	-2.72	7e-04	0.0439	C11orf96	chromosome 11 open reading frame 96
227109_at	7.71	6.89	1.77	0.0019	0.0192	CYP2R1	cytochrome P450, family 2, subfamily R, polypeptide 1
227112_at	9.56	10.74	-2.28	5e-04	0.0073	TMCC1	transmembrane and coiled-coil domain family 1
227119_at	5.1	5.79	-1.61	0.0058	0.0435	CNOT6L	CCR4-NOT transcription complex subunit 6-like
227123_at	5.69	4.95	1.67	0.0023	0.0222	RAB3B	RAB3B, member RAS oncogene family
227126_at	6.05	5.29	1.69	0.002	0.02	PTPRG	protein tyrosine phosphatase, receptor type, G
227134_at	8.16	9.97	-3.49	6e-04	0.0401	SYTL1	synaptotagmin like 1
227143_s_at	9.56	7.6	3.88	1e-04	0.0076	BID	BH3 interacting domain death agonist
227144_at	6.12	4.91	2.31	8e-04	0.0444	KIAA0930	KIAA0930
227148_at	6.65	8.39	-3.34	8.91e-06	6e-04	PLEKHH2	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2
227158_at	9.2	7.65	2.93	0.0011	0.0235	DTD2	D-tyrosyl-tRNA deacylase 2 (putative)
227164_at	9.69	8.25	2.72	0.0029	0.0261	SRSF1	serine/arginine-rich splicing factor 1
227165_at	10.23	8.64	3.01	0.0032	0.0454	SKA3	spindle and kinetochore associated complex subunit 3
227177_at	6.89	5.65	2.37	0.0015	0.0162	CORO2A	coronin, actin binding protein, 2A
227182_at	6.71	5.93	1.71	0.0021	0.0207	SUSD3	sushi domain containing 3
227184_at	8.21	9.02	-1.75	0.0014	0.0153	PTAFR	platelet-activating factor receptor
227186_s_at	12.54	11.44	2.15	8e-04	0.0103	MRPL41	mitochondrial ribosomal protein L41
227197_at	9.27	7.48	3.45	5.86e-05	0.0055	ARHGEF26	Rho guanine nucleotide exchange factor 26
227220_at	9	10.86	-3.62	5.86e-06	5e-04	NFXL1	nuclear transcription factor, X-box binding-like 1
227231_at	5.83	4.27	2.94	1.95e-05	0.001	KIAA1211	KIAA1211
227234_at	6.74	5.24	2.83	3e-04	0.0336	IPO5P1	importin 5 pseudogene 1
227251_at	6.39	7.07	-1.6	0.0045	0.036	DCAF5	DDB1 and CUL4 associated factor 5
227254_at	8.02	8.81	-1.73	0.0016	0.0167	POU2F1	POU class 2 homeobox 1
227255_at	7.66	6.84	1.76	0.0012	0.0139	PDIK1L	PDLIM1 interacting kinase 1 like
227263_at	6.74	7.8	-2.1	0.0024	0.0225	C8orf58	chromosome 8 open reading frame 58
227268_at	9.39	10.69	-2.45	7.27e-05	0.0021	RNFT1	ring finger protein, transmembrane 1
227274_at	10.27	9.6	1.59	0.0037	0.0315	SYNJ2BP	synaptojanin 2 binding protein
227280_s_at	8.37	9.39	-2.03	7e-04	0.0093	CCNYL1	cyclin Y like 1
227283_at	8.13	6.28	3.61	6.41e-05	0.0057	EFR3B	EFR3 homolog B
227284_at	8.26	9.63	-2.59	0.001	0.0224	ZNF766	zinc finger protein 766
227285_at	7.24	10.45	-9.24	4.38e-06	0.0104	CIART	circadian associated repressor of transcription
227288_at	6.8	6.15	1.57	0.0047	0.0375	SREK1IP1	SREK1-interacting protein 1
227289_at	7.28	4.7	5.95	1.12e-06	2e-04	PCDH17	protocadherin 17
227290_at	9.49	8.21	2.44	5e-04	0.0385	CDYL2	chromodomain protein, Y-like 2
227294_at	7.81	5.92	3.69	1e-04	0.0075	ZNF689	zinc finger protein 689
227295_at	5.55	9.25	-12.99	4.81e-08	7.66e-05	IKBIP	IKBKB interacting protein
227296_at	8.12	7.36	1.69	0.0051	0.0396	MFSD3	major facilitator superfamily domain containing 3
227313_at	8.02	7.01	2.01	0.001	0.0121	CNPY4	canopy FGF signaling regulator 4
227329_at	8.35	7.28	2.1	0.0017	0.0304	ZBTB46	zinc finger and BTB domain containing 46
227333_at	8.6	9.43	-1.78	0.0011	0.0129	DCUN1D3	DCN1, defective in cullin neddylation 1, domain containing 3
227334_at	7.56	8.35	-1.74	0.0014	0.0153	USP54	ubiquitin specific peptidase 54
227335_at	8.35	6.7	3.14	3e-04	0.0334	DIDO1	death inducer-obliterator 1
227337_at	5.7	10.16	-22.01	1.16e-08	4.53e-05	ANKRD37	ankyrin repeat domain 37
227352_at	7.21	5.73	2.79	7e-04	0.0182	SWSAP1	SWIM-type zinc finger 7 associated protein 1
227361_at	6.99	5.4	3.01	1.65e-05	9e-04	HS3ST3B1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1
227367_at	6.69	6.02	1.59	0.0036	0.0307	SLCO3A1	solute carrier organic anion transporter family, member 3A1
227369_at	8.18	7.28	1.86	7e-04	0.0091	SERBP1	SERPINE1 mRNA binding protein 1
227385_at	8.99	6.49	5.68	6.89e-05	0.0059	PLPP6	phospholipid phosphatase 6
227388_at	10.45	9.15	2.46	1e-04	0.0031	TUSC1	tumor suppressor candidate 1
227395_at	6.89	8.15	-2.39	1e-04	0.0032	TBCEL	tubulin folding cofactor E-like
227401_at	6.64	5.93	1.64	0.0031	0.0276	IL17D	interleukin 17D
227406_at	8.89	7.41	2.79	0.0012	0.0245	GABPB1-AS1	GABPB1 antisense RNA 1
227412_at	5.3	6.35	-2.07	3e-04	0.0051	PPP1R3E	protein phosphatase 1, regulatory subunit 3E
227420_at	6.96	5.3	3.16	6e-04	0.0176	TNFAIP8L1	tumor necrosis factor, alpha-induced protein 8-like 1
227428_at	7.21	8.09	-1.84	0.0011	0.0128	GABPA	GA binding protein transcription factor alpha subunit
227438_at	7.43	8.38	-1.93	9e-04	0.0111	ALPK1	alpha kinase 1
227443_at	7.91	10.17	-4.79	1.99e-06	3e-04	LURAP1L	leucine rich adaptor protein 1-like
227446_s_at	8.65	9.33	-1.6	0.0043	0.035	DHRS4-AS1	DHRS4 antisense RNA 1
227449_at	8.88	7.73	2.21	5e-04	0.0075	EPHA4	EPH receptor A4
227450_at	7.87	7.04	1.77	0.0016	0.017	ERP27	endoplasmic reticulum protein 27
227452_at	6.32	7.86	-2.92	0.0013	0.0268	LINC00511; LINC00673	long intergenic non-protein coding RNA 511; long intergenic non-protein coding RNA 673
227467_at	7.2	6.4	1.74	0.0014	0.0156	RDH10	retinol dehydrogenase 10 (all-trans)
227470_at	8.64	7.69	1.93	5e-04	0.0071	ZNF48	zinc finger protein 48
227474_at	9.04	10.11	-2.1	4e-04	0.0068	PAX8-AS1	PAX8 antisense RNA 1
227476_at	7.54	6.32	2.34	2e-04	0.0036	LPGAT1	lysophosphatidylglycerol acyltransferase 1
227477_at	9.65	8.67	1.97	5e-04	0.0075	ZMYND19	zinc finger, MYND-type containing 19
227489_at	7.59	8.53	-1.92	5e-04	0.0076	SMURF2	SMAD specific E3 ubiquitin protein ligase 2
227516_at	7.5	6.74	1.69	0.0044	0.0357	SF3A1	splicing factor 3a, subunit 1, 120kDa
227522_at	9.42	10.57	-2.21	0.0012	0.0249	CMBL	carboxymethylenebutenolidase homolog (Pseudomonas)
227526_at	6.05	6.89	-1.8	0.001	0.0119	CDON	cell adhesion associated, oncogene regulated
227530_at	6.94	8.32	-2.6	0.0023	0.0371	AKAP12	A kinase (PRKA) anchor protein 12
227539_at	8.78	10.29	-2.84	2.41e-05	0.0011	GNA13	guanine nucleotide binding protein (G protein), alpha 13
227548_at	6.73	7.86	-2.18	8e-04	0.0103	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1
227550_at	11.02	10.15	1.83	8e-04	0.0104	GFRA1	GDNF family receptor alpha 1
227558_at	11.51	12.22	-1.64	0.0028	0.0258	CBX4	chromobox homolog 4
227559_at	6.91	4.9	4.01	3.79e-05	0.0045	NDUFAF4	NADH dehydrogenase (ubiquinone) complex I, assembly factor 4
227560_at	10.04	8.17	3.64	1e-04	0.0073	SFXN2	sideroflexin 2
227569_at	9.52	10.81	-2.44	6.51e-05	0.002	LNX2	ligand of numb-protein X 2
227572_at	7.13	7.94	-1.76	0.0012	0.014	USP30	ubiquitin specific peptidase 30
227577_at	8.81	9.44	-1.55	0.0052	0.0402	EXOC8	exocyst complex component 8
227578_at	4.66	3.94	1.65	0.0035	0.0302	TMPO-AS1	TMPO antisense RNA 1
227586_at	9.01	10.01	-2.01	7e-04	0.0098	TMEM170A	transmembrane protein 170A
227587_at	7.51	6.54	1.96	0.0019	0.0189	KRI1	KRI1 homolog
227593_at	8.36	7.17	2.28	1e-04	0.0028	FLJ37453	uncharacterized LOC729614
227598_at	5.93	5.19	1.66	0.0038	0.032	ZBED6CL	ZBED6 C-terminal like
227605_at	7.22	8.3	-2.11	2e-04	0.0044	AIMP1	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1
227611_at	7.92	8.78	-1.81	0.0031	0.0278	TARSL2	threonyl-tRNA synthetase-like 2
227613_at	7.55	8.37	-1.77	0.0022	0.0211	ZNF331	zinc finger protein 331
227624_at	10.73	9.56	2.26	1e-04	0.0031	TET2	tet methylcytosine dioxygenase 2
227625_s_at	12.26	10.98	2.44	7e-04	0.0185	STUB1	STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase
227629_at	9.37	7.19	4.55	3.31e-06	4e-04	PRLR	prolactin receptor
227636_at	8.89	10.23	-2.54	5.53e-05	0.0018	THAP5	THAP domain containing 5
227655_at	6.03	8.5	-5.54	2.38e-06	3e-04	SNHG18	small nucleolar RNA host gene 18
227662_at	6.37	4.56	3.51	5.69e-06	5e-04	SYNPO2	synaptopodin 2
227669_at	5.95	6.61	-1.58	0.0041	0.0338	MPC2	mitochondrial pyruvate carrier 2
227670_at	8.06	6.92	2.19	0.0011	0.0236	ZNF75A	zinc finger protein 75a
227685_at	6.97	8.85	-3.68	1e-04	0.0072	TMF1	TATA element modulatory factor 1
227687_at	9.51	7.83	3.19	6e-04	0.0177	HYLS1	hydrolethalus syndrome 1
227689_at	7.64	8.42	-1.71	0.0018	0.0182	ZNF227	zinc finger protein 227
227697_at	6.53	5.17	2.57	6.01e-05	0.0019	SOCS3	suppressor of cytokine signaling 3
227701_at	7.86	9.93	-4.19	2.62e-06	4e-04	CCDC186	coiled-coil domain containing 186
227703_s_at	8.4	7.3	2.14	3e-04	0.0051	SYTL4	synaptotagmin-like 4
227717_at	6.11	8.02	-3.77	2e-04	0.0083	ARHGEF37	Rho guanine nucleotide exchange factor 37
227719_at	5.29	8.52	-9.36	1.22e-06	3e-04	SMAD9	SMAD family member 9
227728_at	8.07	8.9	-1.77	0.0011	0.0132	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent, 1A
227730_at	6.61	7.54	-1.92	0.0015	0.0161	DYM	dymeclin
227737_at	8.14	9.84	-3.25	1.01e-05	7e-04	SRPRB	signal recognition particle receptor, B subunit
227742_at	6.51	5.72	1.72	0.0015	0.0164	CLIC6	chloride intracellular channel 6
227745_at	5.69	6.37	-1.61	0.0047	0.0371	RNF139-AS1	RNF139 antisense RNA 1 (head to head)
227747_at	8.7	10.15	-2.75	4.04e-05	0.0015	MPZL3	myelin protein zero-like 3
227748_at	6.48	5.34	2.2	0.001	0.0228	RBMXL1	RNA binding motif protein, X-linked-like 1
227750_at	8.47	7.03	2.71	0.0012	0.0249	KALRN	kalirin, RhoGEF kinase
227755_at	7.73	9.55	-3.54	4e-04	0.0143	ERN1	endoplasmic reticulum to nucleus signaling 1
227758_at	10.38	9.22	2.24	0.0015	0.0164	RERG	RAS-like, estrogen-regulated, growth inhibitor
227763_at	5.91	5.1	1.76	0.0014	0.0156	LYPD6	LY6/PLAUR domain containing 6
227767_at	8.47	9.09	-1.54	0.0056	0.0423	CSNK1G3	casein kinase 1, gamma 3
227769_at	9.96	8.97	1.99	0.0036	0.0491	GPR27	G protein-coupled receptor 27
227776_at	8.61	6.18	5.36	0.0019	0.0333	ACER3	alkaline ceramidase 3
227784_s_at	8.67	9.84	-2.25	9e-04	0.0209	COG1	component of oligomeric golgi complex 1
227785_at	4.84	5.67	-1.79	0.0011	0.0129	SDCCAG8	serologically defined colon cancer antigen 8
227786_at	5.82	6.67	-1.81	0.0018	0.0188	MED30	mediator complex subunit 30
227801_at	8.78	7.7	2.1	0.003	0.0265	TRIM59	tripartite motif containing 59
227809_at	6.56	8.13	-2.98	1.7e-05	9e-04	ZC3H6	zinc finger CCCH-type containing 6
227810_at	7.69	8.51	-1.76	0.0039	0.0322	ZNF558	zinc finger protein 558
227811_at	7.95	5.9	4.15	2.53e-05	0.0037	FGD3	FYVE, RhoGEF and PH domain containing 3
227825_at	6.85	7.53	-1.6	0.0048	0.0376	NAIF1	nuclear apoptosis inducing factor 1
227841_at	7.22	6.53	1.62	0.0047	0.0373	AMDHD2	amidohydrolase domain containing 2
227859_at	6.05	7.27	-2.33	1e-04	0.003	DNAJC27	DnaJ (Hsp40) homolog, subfamily C, member 27
227861_at	8.61	9.56	-1.94	5e-04	0.0075	TMEM161B	transmembrane protein 161B
227871_at	9.04	10.28	-2.35	7e-04	0.009	CHM	choroideremia (Rab escort protein 1)
227873_at	8.39	9.79	-2.63	6.17e-05	0.0019	TXNDC15	thioredoxin domain containing 15
227889_at	4.67	4	1.58	0.004	0.0329	LPCAT2	lysophosphatidylcholine acyltransferase 2
227904_at	8.22	10.25	-4.07	4.61e-06	5e-04	AZI2	5-azacytidine induced 2
227908_at	8.17	7.12	2.08	4e-04	0.0065	TBC1D24	TBC1 domain family, member 24
227917_at	6.62	5.68	1.91	5e-04	0.0076	LOC100506990	uncharacterized LOC100506990
227920_at	8.79	7.45	2.53	9e-04	0.0218	BEND3	BEN domain containing 3
227921_at	7.3	5.82	2.79	0.0015	0.0161	CH507-145C22.1; LOC102724701; LOC105379276; LOC105379499	uncharacterized LOC105379493; uncharacterized LOC102724701; uncharacterized LOC105379276; uncharacterized LOC105379499
227930_at	6.42	8.04	-3.07	0.0018	0.0324	AGO4	argonaute RISC catalytic component 4
227944_at	7.34	6.16	2.26	0.0015	0.0285	PTPN3	protein tyrosine phosphatase, non-receptor type 3
227947_at	8.79	8.03	1.69	0.0019	0.0193	PHACTR2	phosphatase and actin regulator 2
227959_at	7.87	6.1	3.41	7.5e-05	0.0061	ANKRD9	ankyrin repeat domain 9
227962_at	7.46	6.77	1.62	0.0032	0.0282	ACOX1	acyl-CoA oxidase 1, palmitoyl
227982_at	5.27	6.04	-1.71	0.0062	0.0455	SEPSECS	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
227986_at	7.16	7.76	-1.51	0.0068	0.0488	ZNF343	zinc finger protein 343
227991_x_at	8.03	9.09	-2.09	2e-04	0.0044	ZBTB43	zinc finger and BTB domain containing 43
227993_at	9.21	7.64	2.97	6e-04	0.0171	METAP2	methionyl aminopeptidase 2
227995_at	5.18	4.47	1.63	0.0028	0.0257	PLXDC2	plexin domain containing 2
227999_at	9.46	8.4	2.08	0.0025	0.0388	PWWP2B	PWWP domain containing 2B
228001_at	7.03	8.43	-2.65	3e-04	0.0056	TMEM50B	transmembrane protein 50B
228005_at	8.04	9.24	-2.29	2e-04	0.0036	ZXDB	zinc finger, X-linked, duplicated B
228007_at	7.16	8.47	-2.48	3e-04	0.0056	CEP85L	centrosomal protein 85kDa-like
228010_at	9.07	7.67	2.64	3e-04	0.0112	PPP2R2C	protein phosphatase 2, regulatory subunit B, gamma
228024_at	6.97	8.45	-2.78	0.0018	0.0318	VPS37A	vacuolar protein sorting 37 homolog A (S. cerevisiae)
228026_at	9.75	10.36	-1.53	0.0061	0.0448	SIKE1	suppressor of IKBKE 1
228033_at	9.66	10.93	-2.43	6.94e-05	0.0021	E2F7	E2F transcription factor 7
228038_at	8.21	6.12	4.27	4.98e-05	0.005	SOX2	SRY box 2
228039_at	7.45	6	2.73	3e-04	0.0118	DDX46	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46
228051_at	9.65	11.37	-3.31	1.45e-05	8e-04	ARFGEF3	ARFGEF family member 3
228058_at	8.83	7.94	1.86	0.002	0.0202	ZG16B	zymogen granule protein 16B
228068_at	7.03	7.74	-1.64	0.0039	0.0322	GOLGA7B	golgin A7 family, member B
228069_at	8.53	7.79	1.67	0.0029	0.0264	MTFR2	mitochondrial fission regulator 2
228072_at	7.7	6.14	2.94	1e-04	0.0028	SYT12	synaptotagmin XII
228077_at	9.73	8.12	3.05	1e-04	0.0075	MRI1	methylthioribose-1-phosphate isomerase 1
228091_at	7.67	8.52	-1.81	9e-04	0.0114	STX17	syntaxin 17
228095_at	9.7	8.62	2.11	0.0035	0.0489	PHF14	PHD finger protein 14
228099_at	7.93	10.3	-5.18	1.08e-06	2e-04	ZNF550	zinc finger protein 550
228107_at	7.34	6.29	2.08	0.0019	0.0327	C8orf88	chromosome 8 open reading frame 88
228108_at	6.15	4.21	3.85	8.17e-05	0.0062	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent, 1L
228113_at	5.89	5.17	1.66	0.0037	0.0312	RAB37	RAB37, member RAS oncogene family
228115_at	6.44	7.44	-2	4e-04	0.0068	GAREM1	GRB2 associated regulator of MAPK1 1
228141_at	6.02	7.47	-2.74	3e-04	0.0327	GPX8	glutathione peroxidase 8 (putative)
228174_at	7.27	6.38	1.86	0.001	0.0123	SCAI	suppressor of cancer cell invasion
228176_at	11.28	9.58	3.24	3e-04	0.0327	S1PR3	sphingosine-1-phosphate receptor 3
228181_at	7.19	10.79	-12.15	5.26e-07	0.0012	SLC30A1	solute carrier family 30 (zinc transporter), member 1
228185_at	6.15	7.46	-2.48	8.99e-05	0.0025	ZNF25	zinc finger protein 25
228188_at	8.79	9.85	-2.08	0.0024	0.0384	FOSL2	FOS-like antigen 2
228201_at	8.08	8.96	-1.85	0.001	0.0125	ARL13B	ADP-ribosylation factor like GTPase 13B
228240_at	7.36	8.65	-2.45	6.49e-05	0.002	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1
228241_at	5.93	4.63	2.47	4e-04	0.0144	AGR3	anterior gradient 3, protein disulphide isomerase family member
228242_at	8.53	9.33	-1.74	0.002	0.0197	N4BP2	NEDD4 binding protein 2
228252_at	6.62	5.52	2.14	0.0013	0.0269	PIF1	PIF1 5'-to-3' DNA helicase
228253_at	6.75	6.14	1.52	0.0068	0.0489	LOXL3	lysyl oxidase-like 3
228257_at	9.01	8.25	1.7	0.002	0.0201	ANKRD52	ankyrin repeat domain 52
228260_at	6.6	4.85	3.36	1.57e-05	9e-04	ELAVL2	ELAV like neuron-specific RNA binding protein 2
228261_at	5.5	6.12	-1.53	0.0062	0.0455	MIB2	mindbomb E3 ubiquitin protein ligase 2
228262_at	4.18	8.34	-17.85	1.04e-06	2e-04	MAP7D2	MAP7 domain containing 2
228272_at	8.8	7.87	1.9	0.0032	0.0455	DNLZ	DNL-type zinc finger
228273_at	12.37	11.07	2.47	0.0028	0.0422	PRR11	proline rich 11
228282_at	6.48	7.96	-2.79	2e-04	0.0043	MFSD8	major facilitator superfamily domain containing 8
228286_at	7.37	5.51	3.64	6.31e-06	5e-04	GEN1	GEN1 Holliday junction 5' flap endonuclease
228291_s_at	7.57	9.59	-4.05	4.85e-05	0.005	KIZ	kizuna centrosomal protein
228303_at	8.71	7.04	3.18	1e-04	0.0071	GALNT6	polypeptide N-acetylgalactosaminyltransferase 6
228305_at	5.68	6.66	-1.97	0.0031	0.0447	ZNF565	zinc finger protein 565
228316_at	3.6	4.88	-2.43	0.001	0.0123	CLHC1	clathrin heavy chain linker domain containing 1
228328_at	8.49	10.34	-3.63	2e-04	0.0086	KLHL28	kelch-like family member 28
228334_x_at	6.19	7.24	-2.06	4e-04	0.0067	CEP44	centrosomal protein 44kDa
228340_at	8.13	6.74	2.61	0.0028	0.0416	TLE3	transducin-like enhancer of split 3
228341_at	5.93	4.51	2.68	3e-04	0.0124	NUDT16	nudix hydrolase 16
228345_at	6.82	7.43	-1.53	0.0059	0.044	CHIC1	cysteine rich hydrophobic domain 1
228347_at	8.06	6.65	2.67	1e-04	0.0027	SIX1	SIX homeobox 1
228354_at	7.5	8.17	-1.59	0.0064	0.0466	MORN4	MORN repeat containing 4
228361_at	8.37	7.37	2	0.0031	0.0447	E2F2	E2F transcription factor 2
228363_at	8.77	9.87	-2.14	2e-04	0.0045	XIAP	X-linked inhibitor of apoptosis, E3 ubiquitin protein ligase
228373_at	9.09	9.7	-1.53	0.0063	0.046	C16orf72	chromosome 16 open reading frame 72
228386_s_at	7.33	8.87	-2.9	6e-04	0.0174	DDX59	DEAD (Asp-Glu-Ala-Asp) box polypeptide 59
228397_at	8.23	6.74	2.81	4e-04	0.0062	TUG1	taurine up-regulated 1 (non-protein coding)
228401_at	8.8	7.42	2.6	4.62e-05	0.0016	ATAD2	ATPase family, AAA domain containing 2
228415_at	10.49	11.28	-1.73	0.0056	0.0423	AP1S2	adaptor-related protein complex 1 sigma 2 subunit
228418_at	8.14	9.07	-1.9	7e-04	0.0099	EXOC5	exocyst complex component 5
228423_at	6.57	7.24	-1.59	0.0046	0.037	MAP9	microtubule-associated protein 9
228427_at	6	9.49	-11.21	1.02e-05	0.0138	FBXO16	F-box protein 16
228433_at	7.45	8.55	-2.14	0.0028	0.0419	NFYA	nuclear transcription factor Y subunit alpha
228442_at	7.61	6.52	2.13	0.0032	0.0461	NFATC2	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2
228449_at	6.7	5.42	2.42	0.0015	0.0285	MORC2	MORC family CW-type zinc finger 2
228453_at	6.48	5.82	1.58	0.0052	0.04	EPG5	ectopic P-granules autophagy protein 5 homolog (C. elegans)
228455_at	5.22	4.51	1.63	0.0049	0.0382	RBM15	RNA binding motif protein 15
228466_at	8.78	9.44	-1.58	0.0058	0.0435	GABPB2	GA binding protein transcription factor, beta subunit 2
228468_at	8.52	6.8	3.3	0.0019	0.0329	MASTL	microtubule associated serine/threonine kinase-like
228479_at	6.74	5.45	2.44	1e-04	0.0027	SOAT1	sterol O-acyltransferase 1
228488_at	8.44	7.53	1.89	6e-04	0.0084	TBC1D16	TBC1 domain family, member 16
228497_at	6.65	7.61	-1.95	0.0034	0.0474	SLC22A15	solute carrier family 22, member 15
228499_at	7.59	10.86	-9.64	1.25e-06	0.0014	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4
228500_at	6.58	7.59	-2.02	4e-04	0.0068	THAP8	THAP domain containing 8
228516_at	6.61	5.84	1.71	0.0018	0.0182	CDAN1	codanin 1
228519_x_at	8.26	9.3	-2.06	0.0021	0.0355	CIRBP	cold inducible RNA binding protein
228531_at	4.23	3.59	1.56	0.0049	0.0385	SAMD9	sterile alpha motif domain containing 9
